Date,Close
7/12/23,4585.59
6/12/23,4549.34
5/12/23,4567.18
4/12/23,4569.78
1/12/23,4594.63
30/11/23,4567.8
29/11/23,4550.58
28/11/23,4554.89
27/11/23,4550.43
24/11/23,4559.34
22/11/23,4556.62
21/11/23,4538.19
20/11/23,4547.38
17/11/23,4514.02
16/11/23,4508.24
15/11/23,4502.88
14/11/23,4495.7
13/11/23,4411.55
10/11/23,4415.24
9/11/23,4347.35
8/11/23,4382.78
7/11/23,4378.38
6/11/23,4365.98
3/11/23,4358.34
2/11/23,4317.78
1/11/23,4237.86
31/10/23,4193.8
30/10/23,4166.82
27/10/23,4117.37
26/10/23,4137.23
25/10/23,4186.77
24/10/23,4247.68
23/10/23,4217.04
20/10/23,4224.16
19/10/23,4278
18/10/23,4314.6
17/10/23,4373.2
16/10/23,4373.63
13/10/23,4327.78
12/10/23,4349.61
11/10/23,4376.95
10/10/23,4358.24
9/10/23,4335.66
6/10/23,4308.5
5/10/23,4258.19
4/10/23,4263.75
3/10/23,4229.45
2/10/23,4288.39
29/09/23,4288.05
28/09/23,4299.7
27/09/23,4274.51
26/09/23,4273.53
25/09/23,4337.44
22/09/23,4320.06
21/09/23,4330
20/09/23,4402.2
19/09/23,4443.95
18/09/23,4453.53
15/09/23,4450.32
14/09/23,4505.1
13/09/23,4467.44
12/9/23,4461.9
11/9/23,4487.46
8/9/23,4457.49
7/9/23,4451.14
6/9/23,4465.48
5/9/23,4496.83
1/9/23,4515.77
31/08/23,4507.66
30/08/23,4514.87
29/08/23,4497.63
28/08/23,4433.31
25/08/23,4405.71
24/08/23,4376.31
23/08/23,4436.01
22/08/23,4387.55
21/08/23,4399.77
18/08/23,4369.71
17/08/23,4370.36
16/08/23,4404.33
15/08/23,4437.86
14/08/23,4489.72
11/8/23,4464.05
10/8/23,4468.83
9/8/23,4467.71
8/8/23,4499.38
7/8/23,4518.44
4/8/23,4478.03
3/8/23,4501.89
2/8/23,4513.39
1/8/23,4576.73
31/07/23,4588.96
28/07/23,4582.23
27/07/23,4537.41
26/07/23,4566.75
25/07/23,4567.46
24/07/23,4554.64
21/07/23,4536.34
20/07/23,4534.87
19/07/23,4565.72
18/07/23,4554.98
17/07/23,4522.79
14/07/23,4505.42
13/07/23,4510.04
12/7/23,4472.16
11/7/23,4439.26
10/7/23,4409.53
7/7/23,4398.95
6/7/23,4411.59
5/7/23,4446.82
3/7/23,4455.59
30/06/23,4450.38
29/06/23,4396.44
28/06/23,4376.86
27/06/23,4378.41
26/06/23,4328.82
23/06/23,4348.33
22/06/23,4381.89
21/06/23,4365.69
20/06/23,4388.71
16/06/23,4409.59
15/06/23,4425.84
14/06/23,4372.59
13/06/23,4369.01
12/6/23,4338.93
9/6/23,4298.86
8/6/23,4293.93
7/6/23,4267.52
6/6/23,4283.85
5/6/23,4273.79
2/6/23,4282.37
1/6/23,4221.02
31/05/23,4179.83
30/05/23,4205.52
26/05/23,4205.45
25/05/23,4151.28
24/05/23,4115.24
23/05/23,4145.58
22/05/23,4192.63
19/05/23,4191.98
18/05/23,4198.05
17/05/23,4158.77
16/05/23,4109.9
15/05/23,4136.28
12/5/23,4124.08
11/5/23,4130.62
10/5/23,4137.64
9/5/23,4119.17
8/5/23,4138.12
5/5/23,4136.25
4/5/23,4061.22
3/5/23,4090.75
2/5/23,4119.58
1/5/23,4167.87
28/04/23,4169.48
27/04/23,4135.35
26/04/23,4055.99
25/04/23,4071.63
24/04/23,4137.04
21/04/23,4133.52
20/04/23,4129.79
19/04/23,4154.52
18/04/23,4154.87
17/04/23,4151.32
14/04/23,4137.64
13/04/23,4146.22
12/4/23,4091.95
11/4/23,4108.94
10/4/23,4109.11
6/4/23,4105.02
5/4/23,4090.38
4/4/23,4100.6
3/4/23,4124.51
31/03/23,4109.31
30/03/23,4050.83
29/03/23,4027.81
28/03/23,3971.27
27/03/23,3977.53
24/03/23,3970.99
23/03/23,3948.72
22/03/23,3936.97
21/03/23,4002.87
20/03/23,3951.57
17/03/23,3916.64
16/03/23,3960.28
15/03/23,3891.93
14/03/23,3919.29
13/03/23,3855.76
10/3/23,3861.59
9/3/23,3918.32
8/3/23,3992.01
7/3/23,3986.37
6/3/23,4048.42
3/3/23,4045.64
2/3/23,3981.35
1/3/23,3951.39
28/02/23,3970.15
27/02/23,3982.24
24/02/23,3970.04
23/02/23,4012.32
22/02/23,3991.05
21/02/23,3997.34
17/02/23,4079.09
16/02/23,4090.41
15/02/23,4147.6
14/02/23,4136.13
13/02/23,4137.29
10/2/23,4090.46
9/2/23,4081.5
8/2/23,4117.86
7/2/23,4164
6/2/23,4111.08
3/2/23,4136.48
2/2/23,4179.76
1/2/23,4119.21
31/01/23,4076.6
30/01/23,4017.77
27/01/23,4070.56
26/01/23,4060.43
25/01/23,4016.22
24/01/23,4016.95
23/01/23,4019.81
20/01/23,3972.61
19/01/23,3898.85
18/01/23,3928.86
17/01/23,3990.97
13/01/23,3999.09
12/1/23,3983.17
11/1/23,3969.61
10/1/23,3919.25
9/1/23,3892.09
6/1/23,3895.08
5/1/23,3808.1
4/1/23,3852.97
3/1/23,3824.14
30/12/22,3839.5
29/12/22,3849.28
28/12/22,3783.22
27/12/22,3829.25
23/12/22,3844.82
22/12/22,3822.39
21/12/22,3878.44
20/12/22,3821.62
19/12/22,3817.66
16/12/22,3852.36
15/12/22,3895.75
14/12/22,3995.32
13/12/22,4019.65
12/12/22,3990.56
9/12/22,3934.38
8/12/22,3963.51
7/12/22,3933.92
6/12/22,3941.26
5/12/22,3998.84
2/12/22,4071.7
1/12/22,4076.57
30/11/22,4080.11
29/11/22,3957.63
28/11/22,3963.94
25/11/22,4026.12
23/11/22,4027.26
22/11/22,4003.58
21/11/22,3949.94
18/11/22,3965.34
17/11/22,3946.56
16/11/22,3958.79
15/11/22,3991.73
14/11/22,3957.25
11/11/22,3992.93
10/11/22,3956.37
9/11/22,3748.57
8/11/22,3828.11
7/11/22,3806.8
4/11/22,3770.55
3/11/22,3719.89
2/11/22,3759.69
1/11/22,3856.1
31/10/22,3871.98
28/10/22,3901.06
27/10/22,3807.3
26/10/22,3830.6
25/10/22,3859.11
24/10/22,3797.34
21/10/22,3752.75
20/10/22,3665.78
19/10/22,3695.16
18/10/22,3719.98
17/10/22,3677.95
14/10/22,3583.07
13/10/22,3669.91
12/10/22,3577.03
11/10/22,3588.84
10/10/22,3612.39
7/10/22,3639.66
6/10/22,3744.52
5/10/22,3783.28
4/10/22,3790.93
3/10/22,3678.43
30/09/22,3585.62
29/09/22,3640.47
28/09/22,3719.04
27/09/22,3647.29
26/09/22,3655.04
23/09/22,3693.23
22/09/22,3757.99
21/09/22,3789.93
20/09/22,3855.93
19/09/22,3899.89
16/09/22,3873.33
15/09/22,3901.35
14/09/22,3946.01
13/09/22,3932.69
12/9/22,4110.41
9/9/22,4067.36
8/9/22,4006.18
7/9/22,3979.87
6/9/22,3908.19
2/9/22,3924.26
1/9/22,3966.85
31/08/22,3955
30/08/22,3986.16
29/08/22,4030.61
26/08/22,4057.66
25/08/22,4199.12
24/08/22,4140.77
23/08/22,4128.73
22/08/22,4137.99
19/08/22,4228.48
18/08/22,4283.74
17/08/22,4274.04
16/08/22,4305.2
15/08/22,4297.14
12/8/22,4280.15
11/8/22,4207.27
10/8/22,4210.24
9/8/22,4122.47
8/8/22,4140.06
5/8/22,4145.19
4/8/22,4151.94
3/8/22,4155.17
2/8/22,4091.19
1/8/22,4118.63
29/07/22,4130.29
28/07/22,4072.43
27/07/22,4023.61
26/07/22,3921.05
25/07/22,3966.84
22/07/22,3961.63
21/07/22,3998.95
20/07/22,3959.9
19/07/22,3936.69
18/07/22,3830.85
15/07/22,3863.16
14/07/22,3790.38
13/07/22,3801.78
12/7/22,3818.8
11/7/22,3854.43
8/7/22,3899.38
7/7/22,3902.62
6/7/22,3845.08
5/7/22,3831.39
1/7/22,3825.33
30/06/22,3785.38
29/06/22,3818.83
28/06/22,3821.55
27/06/22,3900.11
24/06/22,3911.74
23/06/22,3795.73
22/06/22,3759.89
21/06/22,3764.79
17/06/22,3674.84
16/06/22,3666.77
15/06/22,3789.99
14/06/22,3735.48
13/06/22,3749.63
10/6/22,3900.86
9/6/22,4017.82
8/6/22,4115.77
7/6/22,4160.68
6/6/22,4121.43
3/6/22,4108.54
2/6/22,4176.82
1/6/22,4101.23
31/05/22,4132.15
27/05/22,4158.24
26/05/22,4057.84
25/05/22,3978.73
24/05/22,3941.48
23/05/22,3973.75
20/05/22,3901.36
19/05/22,3900.79
18/05/22,3923.68
17/05/22,4088.85
16/05/22,4008.01
13/05/22,4023.89
12/5/22,3930.08
11/5/22,3935.18
10/5/22,4001.05
9/5/22,3991.24
6/5/22,4123.34
5/5/22,4146.87
4/5/22,4300.17
3/5/22,4175.48
2/5/22,4155.38
29/04/22,4131.93
28/04/22,4287.5
27/04/22,4183.96
26/04/22,4175.2
25/04/22,4296.12
22/04/22,4271.78
21/04/22,4393.66
20/04/22,4459.45
19/04/22,4462.21
18/04/22,4391.69
14/04/22,4392.59
13/04/22,4446.59
12/4/22,4397.45
11/4/22,4412.53
8/4/22,4488.28
7/4/22,4500.21
6/4/22,4481.15
5/4/22,4525.12
4/4/22,4582.64
1/4/22,4545.86
31/03/22,4530.41
30/03/22,4602.45
29/03/22,4631.6
28/03/22,4575.52
25/03/22,4543.06
24/03/22,4520.16
23/03/22,4456.24
22/03/22,4511.61
21/03/22,4461.18
18/03/22,4463.12
17/03/22,4411.67
16/03/22,4357.86
15/03/22,4262.45
14/03/22,4173.11
11/3/22,4204.31
10/3/22,4259.52
9/3/22,4277.88
8/3/22,4170.7
7/3/22,4201.09
4/3/22,4328.87
3/3/22,4363.49
2/3/22,4386.54
1/3/22,4306.26
28/02/22,4373.94
25/02/22,4384.65
24/02/22,4288.7
23/02/22,4225.5
22/02/22,4304.76
18/02/22,4348.87
17/02/22,4380.26
16/02/22,4475.01
15/02/22,4471.07
14/02/22,4401.67
11/2/22,4418.64
10/2/22,4504.08
9/2/22,4587.18
8/2/22,4521.54
7/2/22,4483.87
4/2/22,4500.53
3/2/22,4477.44
2/2/22,4589.38
1/2/22,4546.54
31/01/22,4515.55
28/01/22,4431.85
27/01/22,4326.51
26/01/22,4349.93
25/01/22,4356.45
24/01/22,4410.13
21/01/22,4397.94
20/01/22,4482.73
19/01/22,4532.76
18/01/22,4577.11
14/01/22,4662.85
13/01/22,4659.03
12/1/22,4726.35
11/1/22,4713.07
10/1/22,4670.29
7/1/22,4677.03
6/1/22,4696.05
5/1/22,4700.58
4/1/22,4793.54
3/1/22,4796.56
31/12/21,4766.18
30/12/21,4778.73
29/12/21,4793.06
28/12/21,4786.35
27/12/21,4791.19
23/12/21,4725.79
22/12/21,4696.56
21/12/21,4649.23
20/12/21,4568.02
17/12/21,4620.64
16/12/21,4668.67
15/12/21,4709.85
14/12/21,4634.09
13/12/21,4668.97
10/12/21,4712.02
9/12/21,4667.45
8/12/21,4701.21
7/12/21,4686.75
6/12/21,4591.67
3/12/21,4538.43
2/12/21,4577.1
1/12/21,4513.04
30/11/21,4567
29/11/21,4655.27
26/11/21,4594.62
24/11/21,4701.46
23/11/21,4690.7
22/11/21,4682.94
19/11/21,4697.96
18/11/21,4704.54
17/11/21,4688.67
16/11/21,4700.9
15/11/21,4682.8
12/11/21,4682.85
11/11/21,4649.27
10/11/21,4646.71
9/11/21,4685.25
8/11/21,4701.7
5/11/21,4697.53
4/11/21,4680.06
3/11/21,4660.57
2/11/21,4630.65
1/11/21,4613.67
29/10/21,4605.38
28/10/21,4596.42
27/10/21,4551.68
26/10/21,4574.79
25/10/21,4566.48
22/10/21,4544.9
21/10/21,4549.78
20/10/21,4536.19
19/10/21,4519.63
18/10/21,4486.46
15/10/21,4471.37
14/10/21,4438.26
13/10/21,4363.8
12/10/21,4350.65
11/10/21,4361.19
8/10/21,4391.34
7/10/21,4399.76
6/10/21,4363.55
5/10/21,4345.72
4/10/21,4300.46
1/10/21,4357.04
30/09/21,4307.54
29/09/21,4359.46
28/09/21,4352.63
27/09/21,4443.11
24/09/21,4455.48
23/09/21,4448.98
22/09/21,4395.64
21/09/21,4354.19
20/09/21,4357.73
17/09/21,4432.99
16/09/21,4473.75
15/09/21,4480.7
14/09/21,4443.05
13/09/21,4468.73
10/9/21,4458.58
9/9/21,4493.28
8/9/21,4514.07
7/9/21,4520.03
3/9/21,4535.43
2/9/21,4536.95
1/9/21,4524.09
31/08/21,4522.68
30/08/21,4528.79
27/08/21,4509.37
26/08/21,4470
25/08/21,4496.19
24/08/21,4486.23
23/08/21,4479.53
20/08/21,4441.67
19/08/21,4405.8
18/08/21,4400.27
17/08/21,4448.08
16/08/21,4479.71
13/08/21,4468
12/8/21,4460.83
11/8/21,4447.7
10/8/21,4436.75
9/8/21,4432.35
6/8/21,4436.52
5/8/21,4429.1
4/8/21,4402.66
3/8/21,4423.15
2/8/21,4387.16
30/07/21,4395.26
29/07/21,4419.15
28/07/21,4400.64
27/07/21,4401.46
26/07/21,4422.3
23/07/21,4411.79
22/07/21,4367.48
21/07/21,4358.69
20/07/21,4323.06
19/07/21,4258.49
16/07/21,4327.16
15/07/21,4360.03
14/07/21,4374.3
13/07/21,4369.21
12/7/21,4384.63
9/7/21,4369.55
8/7/21,4320.82
7/7/21,4358.13
6/7/21,4343.54
2/7/21,4352.34
1/7/21,4319.94
30/06/21,4297.5
29/06/21,4291.8
28/06/21,4290.61
25/06/21,4280.7
24/06/21,4266.49
23/06/21,4241.84
22/06/21,4246.44
21/06/21,4224.79
18/06/21,4166.45
17/06/21,4221.86
16/06/21,4223.7
15/06/21,4246.59
14/06/21,4255.15
11/6/21,4247.44
10/6/21,4239.18
9/6/21,4219.55
8/6/21,4227.26
7/6/21,4226.52
4/6/21,4229.89
3/6/21,4192.85
2/6/21,4208.12
1/6/21,4202.04
31/05/21,4204.11
27/05/21,4200.88
26/05/21,4195.99
25/05/21,4188.13
24/05/21,4197.05
21/05/21,4155.86
20/05/21,4159.12
19/05/21,4115.68
18/05/21,4127.83
17/05/21,4163.29
14/05/21,4173.85
13/05/21,4112.5
12/5/21,4063.04
11/5/21,4152.1
10/5/21,4188.43
7/5/21,4232.6
6/5/21,4201.62
5/5/21,4167.59
4/5/21,4164.66
3/5/21,4192.66
30/04/21,4181.17
29/04/21,4211.47
28/04/21,4183.18
27/04/21,4186.72
26/04/21,4187.62
23/04/21,4180.17
22/04/21,4134.98
21/04/21,4173.42
20/04/21,4134.94
19/04/21,4163.26
16/04/21,4185.47
15/04/21,4170.42
14/04/21,4124.66
13/04/21,4141.59
12/4/21,4127.99
9/4/21,4128.8
8/4/21,4097.17
7/4/21,4079.95
6/4/21,4073.94
5/4/21,4077.91
1/4/21,4019.87
31/03/21,3972.89
30/03/21,3958.55
29/03/21,3971.09
26/03/21,3974.54
25/03/21,3909.52
24/03/21,3889.14
23/03/21,3910.52
22/03/21,3940.59
19/03/21,3913.1
18/03/21,3915.46
17/03/21,3974.12
16/03/21,3962.71
15/03/21,3968.94
12/3/21,3943.34
11/3/21,3939.34
10/3/21,3898.81
9/3/21,3875.44
8/3/21,3821.35
5/3/21,3841.94
4/3/21,3768.47
3/3/21,3819.72
2/3/21,3870.29
1/3/21,3901.82
26/02/21,3811.15
25/02/21,3829.34
24/02/21,3925.43
23/02/21,3881.37
22/02/21,3876.5
19/02/21,3906.71
18/02/21,3913.97
17/02/21,3931.33
16/02/21,3932.59
12/2/21,3934.83
11/2/21,3916.38
10/2/21,3909.88
9/2/21,3911.23
8/2/21,3915.59
5/2/21,3886.83
4/2/21,3871.74
3/2/21,3830.17
2/2/21,3826.31
1/2/21,3773.86
29/01/21,3714.24
28/01/21,3787.38
27/01/21,3750.77
26/01/21,3849.62
25/01/21,3855.36
22/01/21,3841.47
21/01/21,3853.07
20/01/21,3851.85
19/01/21,3798.91
15/01/21,3768.25
14/01/21,3795.54
13/01/21,3809.84
12/1/21,3801.19
11/1/21,3799.61
8/1/21,3824.68
7/1/21,3803.79
6/1/21,3748.14
5/1/21,3726.86
4/1/21,3700.65
31/12/20,3756.07
30/12/20,3732.04
29/12/20,3727.04
28/12/20,3735.36
24/12/20,3703.06
23/12/20,3690.01
22/12/20,3687.26
21/12/20,3694.92
18/12/20,3709.41
17/12/20,3722.48
16/12/20,3701.17
15/12/20,3694.62
14/12/20,3647.49
11/12/20,3663.46
10/12/20,3668.1
9/12/20,3672.82
8/12/20,3702.25
7/12/20,3691.96
4/12/20,3699.12
3/12/20,3666.72
2/12/20,3669.01
1/12/20,3662.45
30/11/20,3621.63
27/11/20,3638.35
25/11/20,3629.65
24/11/20,3635.41
23/11/20,3577.59
20/11/20,3557.54
19/11/20,3581.87
18/11/20,3567.79
17/11/20,3609.53
16/11/20,3626.91
13/11/20,3585.15
12/11/20,3537.01
11/11/20,3572.66
10/11/20,3545.53
9/11/20,3550.5
6/11/20,3509.44
5/11/20,3510.45
4/11/20,3443.44
3/11/20,3369.02
2/11/20,3310.24
30/10/20,3269.96
29/10/20,3310.11
28/10/20,3271.03
27/10/20,3390.68
26/10/20,3400.97
23/10/20,3465.39
22/10/20,3453.49
21/10/20,3435.56
20/10/20,3443.12
19/10/20,3426.92
16/10/20,3483.81
15/10/20,3483.34
14/10/20,3488.67
13/10/20,3511.93
12/10/20,3534.22
9/10/20,3477.13
8/10/20,3446.83
7/10/20,3419.45
6/10/20,3360.95
5/10/20,3408.63
2/10/20,3348.44
1/10/20,3380.8
30/09/20,3363
29/09/20,3335.47
28/09/20,3351.6
25/09/20,3298.46
24/09/20,3246.59
23/09/20,3236.92
22/09/20,3315.57
21/09/20,3281.06
18/09/20,3319.47
17/09/20,3357.01
16/09/20,3385.49
15/09/20,3401.2
14/09/20,3383.54
11/9/20,3340.97
10/9/20,3339.19
9/9/20,3398.96
8/9/20,3331.84
4/9/20,3426.96
3/9/20,3455.06
2/9/20,3580.84
1/9/20,3526.65
31/08/20,3500.31
28/08/20,3508.01
27/08/20,3484.55
26/08/20,3478.73
25/08/20,3443.62
24/08/20,3431.28
21/08/20,3397.16
20/08/20,3385.51
19/08/20,3374.85
18/08/20,3389.78
17/08/20,3381.99
14/08/20,3372.85
13/08/20,3373.43
12/8/20,3380.35
11/8/20,3333.69
10/8/20,3360.47
7/8/20,3351.28
6/8/20,3349.16
5/8/20,3327.77
4/8/20,3306.51
3/8/20,3294.61
31/07/20,3271.12
30/07/20,3246.22
29/07/20,3258.44
28/07/20,3218.44
27/07/20,3239.41
24/07/20,3215.63
23/07/20,3235.66
22/07/20,3276.02
21/07/20,3257.3
20/07/20,3251.84
17/07/20,3224.73
16/07/20,3215.57
15/07/20,3226.56
14/07/20,3197.52
13/07/20,3155.22
10/7/20,3185.04
9/7/20,3152.05
8/7/20,3169.94
7/7/20,3145.32
6/7/20,3179.72
2/7/20,3130.01
1/7/20,3115.86
30/06/20,3100.29
29/06/20,3053.24
26/06/20,3009.05
25/06/20,3083.76
24/06/20,3050.33
23/06/20,3131.29
22/06/20,3117.86
19/06/20,3097.74
18/06/20,3115.34
17/06/20,3113.49
16/06/20,3124.74
15/06/20,3066.59
12/6/20,3041.31
11/6/20,3002.1
10/6/20,3190.14
9/6/20,3207.18
8/6/20,3232.39
5/6/20,3193.93
4/6/20,3112.35
3/6/20,3122.87
2/6/20,3080.82
1/6/20,3055.73
29/05/20,3044.31
28/05/20,3029.73
27/05/20,3036.13
26/05/20,2991.77
22/05/20,2955.45
21/05/20,2948.51
20/05/20,2971.61
19/05/20,2922.94
18/05/20,2953.91
15/05/20,2863.7
14/05/20,2852.5
13/05/20,2820
12/5/20,2870.12
11/5/20,2930.32
8/5/20,2929.8
7/5/20,2881.19
6/5/20,2848.42
5/5/20,2868.44
4/5/20,2842.74
1/5/20,2830.71
30/04/20,2912.43
29/04/20,2939.51
28/04/20,2863.39
27/04/20,2878.48
24/04/20,2836.74
23/04/20,2797.8
22/04/20,2799.31
21/04/20,2736.56
20/04/20,2823.16
17/04/20,2874.56
16/04/20,2799.55
15/04/20,2783.36
14/04/20,2846.06
13/04/20,2761.63
9/4/20,2789.82
8/4/20,2749.98
7/4/20,2659.41
6/4/20,2663.68
3/4/20,2488.65
2/4/20,2526.9
1/4/20,2470.5
31/03/20,2584.59
30/03/20,2626.65
27/03/20,2541.47
26/03/20,2630.07
25/03/20,2475.56
24/03/20,2447.33
23/03/20,2237.4
20/03/20,2304.92
19/03/20,2409.39
18/03/20,2398.1
17/03/20,2529.19
16/03/20,2386.13
13/03/20,2711.02
12/3/20,2480.64
11/3/20,2741.38
10/3/20,2882.23
9/3/20,2746.56
6/3/20,2972.37
5/3/20,3023.94
4/3/20,3130.12
3/3/20,3003.37
2/3/20,3090.23
28/02/20,2954.22
27/02/20,2978.76
26/02/20,3116.39
25/02/20,3128.21
24/02/20,3225.89
21/02/20,3337.75
20/02/20,3373.23
19/02/20,3386.15
18/02/20,3370.29
14/02/20,3380.16
13/02/20,3373.94
12/2/20,3379.45
11/2/20,3357.75
10/2/20,3352.09
7/2/20,3327.71
6/2/20,3345.78
5/2/20,3334.69
4/2/20,3297.59
3/2/20,3248.92
31/01/20,3225.52
30/01/20,3283.66
29/01/20,3273.4
28/01/20,3276.24
27/01/20,3243.63
24/01/20,3295.47
23/01/20,3325.54
22/01/20,3321.75
21/01/20,3320.79
17/01/20,3329.62
16/01/20,3316.81
15/01/20,3289.29
14/01/20,3283.15
13/01/20,3288.13
10/1/20,3265.35
9/1/20,3274.7
8/1/20,3253.05
7/1/20,3237.18
6/1/20,3246.28
3/1/20,3234.85
2/1/20,3257.85
31/12/19,3230.78
30/12/19,3221.29
27/12/19,3240.02
26/12/19,3239.91
24/12/19,3223.38
23/12/19,3224.01
20/12/19,3221.22
19/12/19,3205.37
18/12/19,3191.14
17/12/19,3192.52
16/12/19,3191.45
13/12/19,3168.8
12/12/19,3168.57
11/12/19,3141.63
10/12/19,3132.52
9/12/19,3135.96
6/12/19,3145.91
5/12/19,3117.43
4/12/19,3112.76
3/12/19,3093.2
2/12/19,3113.87
29/11/19,3140.98
27/11/19,3153.63
26/11/19,3140.52
