Date,Close
29/12/23,2027.07
30/11/23,1809.02
31/10/23,1662.28
29/09/23,1785.1
31/08/23,1899.68
31/07/23,2003.18
30/06/23,1888.73
31/05/23,1749.65
28/04/23,1768.99
31/03/23,1802.48
28/02/23,1896.99
31/01/23,1931.94
30/12/22,1761.25
30/11/22,1886.58
31/10/22,1846.86
30/09/22,1664.72
31/08/22,1844.12
29/07/22,1885.23
30/06/22,1707.99
31/05/22,1864.04
29/04/22,1864.1
31/03/22,2070.13
28/02/22,2048.09
31/01/22,2028.45
31/12/21,2245.31
30/11/21,2198.91
29/10/21,2297.19
30/09/21,2204.37
31/08/21,2273.77
30/07/21,2226.25
30/06/21,2310.55
28/05/21,2278.97
30/04/21,2266.45
31/03/21,2220.52
26/02/21,2201.05
29/01/21,2073.64
31/12/20,1974.86
30/11/20,1819.82
30/10/20,1538.48
30/09/20,1507.69
31/08/20,1561.88
31/07/20,1480.43
30/06/20,1441.37
29/05/20,1394.04
30/04/20,1310.66
31/03/20,1153.1
28/02/20,1476.43
31/01/20,1614.06
31/12/19,1668.47
29/11/19,1624.5
31/10/19,1562.45
30/09/19,1523.37
30/08/19,1494.84
31/07/19,1574.61
28/06/19,1566.57
31/05/19,1465.49
30/04/19,1591.21
29/03/19,1539.74
28/02/19,1575.55
31/01/19,1499.42
31/12/18,1348.56
30/11/18,1533.27
31/10/18,1511.41
28/09/18,1696.57
31/08/18,1740.75
31/07/18,1670.8
29/06/18,1643.07
31/05/18,1633.61
30/04/18,1541.88
29/03/18,1529.43
28/02/18,1512.45
31/01/18,1574.98
29/12/17,1535.51
30/11/17,1544.14
31/10/17,1502.77
29/09/17,1490.86
31/08/17,1405.28
31/07/17,1425.14
30/06/17,1415.36
31/05/17,1370.21
28/04/17,1400.43
31/03/17,1369.67
28/02/17,1386.68
31/01/17,1361.82
30/12/16,1357.13
30/11/16,1322.34
31/10/16,1191.39
30/09/16,1251.65
31/08/16,1239.91
29/07/16,1219.94
30/06/16,1151.92
31/05/16,1154.79
29/04/16,1130.84
31/03/16,1114.03
29/02/16,1033.9
29/01/16,1035.38
31/12/15,1135.89
30/11/15,1198.11
30/10/15,1161.86
30/09/15,1100.69
31/08/15,1159.45
31/07/15,1238.68
30/06/15,1253.95
29/05/15,1246.53
30/04/15,1220.12
31/03/15,1252.77
27/02/15,1233.37
